forward_bids,deviations,hydrogen_productions,up,dw,missing_productions,objectives
10.0,-8.676470588235293,0.0,8.676470588235293,0.0,0.0,49.605882352941194
1.4705882352941169,0.0,0.0,0.0,0.0,0.0,53.323529411764675
10.0,-7.794117647058824,0.0,7.794117647058824,0.0,0.0,78.41911764705884
-7.794117647058824,10.0,10.0,0.0,0.0,0.0,79.43970588235294
10.0,-6.764705882352941,10.0,16.764705882352942,0.0,0.0,114.28823529411761
-6.127450980392156,10.0,10.0,0.0,0.0,0.0,146.11764705882354
-6.715686274509804,10.0,10.0,0.0,0.0,0.0,141.66470588235293
-6.127450980392156,10.0,10.0,0.0,0.0,0.0,164.5
-6.666666666666667,10.0,10.0,0.0,0.0,0.0,164.66666666666666
-5.882352941176471,10.0,10.0,0.0,0.0,0.0,193.6470588235294
-6.3235294117647065,10.0,10.0,0.0,0.0,0.0,207.50735294117644
-5.147058823529412,10.0,10.0,0.0,0.0,0.0,244.06617647058823
-5.049019607843137,10.0,10.0,0.0,0.0,0.0,244.40539215686277
-2.8921568627450975,10.0,10.0,0.0,0.0,0.0,286.2901960784314
10.0,-3.6274509803921573,10.0,13.627450980392158,0.0,0.0,260.9509803921568
10.0,-4.705882352941177,10.0,14.705882352941178,0.0,0.0,222.49411764705883
10.0,-5.637254901960784,10.0,15.637254901960784,0.0,0.0,182.65686274509807
10.0,-5.245098039215687,10.0,15.245098039215687,0.0,0.0,191.49999999999994
10.0,-4.068627450980392,10.0,14.068627450980392,0.0,0.0,226.15735294117644
-3.6274509803921573,10.0,10.0,0.0,0.0,0.0,235.81274509803922
-2.6470588235294112,10.0,10.0,0.0,0.0,0.0,270.97352941176473
-2.9411764705882346,10.0,10.0,0.0,0.0,0.0,261.4117647058824
10.0,-3.431372549019608,10.0,13.431372549019608,0.0,0.0,239.2450980392157
10.0,-1.9117647058823533,10.0,11.911764705882353,0.0,0.0,287.49705882352947
-0.882352941176471,10.0,10.0,0.0,0.0,0.0,322.00882352941176
10.0,-0.9313725490196081,10.0,10.931372549019608,0.0,0.0,320.9387254901961
-0.4901960784313726,10.0,10.0,0.0,0.0,0.0,336.04901960784315
10.0,-0.6862745098039209,10.0,10.686274509803921,0.0,0.0,330.86960784313726
-0.5882352941176485,10.0,10.0,0.0,0.0,0.0,334.3411764705882
10.0,-0.14705882352941302,10.0,10.147058823529413,0.0,0.0,348.24117647058824
-0.14705882352941302,10.0,10.0,0.0,0.0,0.0,348.9323529411764
10.0,-0.24509803921568718,10.0,10.245098039215687,0.0,0.0,349.2867647058823
-0.3921568627450984,10.0,10.0,0.0,0.0,0.0,347.35686274509806
-0.8333333333333334,10.0,10.0,0.0,0.0,0.0,346.8666666666667
10.0,-0.882352941176471,10.0,10.882352941176471,0.0,0.0,350.7647058823529
-0.7843137254901951,10.0,10.0,0.0,0.0,0.0,348.2274509803922
-0.14705882352941302,10.0,10.0,0.0,0.0,0.0,349.58382352941175
-0.5882352941176485,10.0,10.0,0.0,0.0,0.0,336.17647058823525
10.0,-0.735294117647058,10.0,10.735294117647058,0.0,0.0,329.6617647058823
10.0,-0.4901960784313726,10.0,10.490196078431373,0.0,0.0,336.2941176470588
10.0,-0.14705882352941302,10.0,10.147058823529413,0.0,0.0,347.3088235294117
10.0,0.0,10.0,10.0,0.0,0.0,351.99999999999994
-0.14705882352941302,10.0,10.0,0.0,0.0,0.0,347.65441176470586
-0.4411764705882355,10.0,10.0,0.0,0.0,0.0,338.63235294117646
-1.764705882352942,10.0,10.0,0.0,0.0,0.0,297.98235294117643
10.0,-2.1568627450980395,10.0,12.156862745098039,0.0,0.0,283.778431372549
10.0,-0.7843137254901951,10.0,10.784313725490195,0.0,0.0,325.70980392156866
0.0,10.0,10.0,0.0,0.0,0.0,352.0
10.0,-0.049019607843135304,10.0,10.049019607843135,0.0,0.0,350.3039215686275
-0.29411764705882426,10.0,10.0,0.0,0.0,0.0,341.8735294117647
10.0,-0.049019607843135304,10.0,10.049019607843135,0.0,0.0,350.45196078431377
0.0,10.0,10.0,0.0,0.0,0.0,352.0
10.0,0.0,10.0,10.0,0.0,0.0,352.0
0.0,10.0,10.0,0.0,0.0,0.0,352.0
10.0,0.0,10.0,10.0,0.0,0.0,352.0
10.0,0.0,10.0,10.0,0.0,0.0,352.0
0.0,10.0,10.0,0.0,0.0,0.0,352.0
-0.14705882352941302,10.0,10.0,0.0,0.0,0.0,350.11176470588236
10.0,-0.14705882352941302,10.0,10.147058823529413,0.0,0.0,351.2691176470588
-0.24509803921568718,10.0,10.0,0.0,0.0,0.0,349.5955882352941
-0.14705882352941302,10.0,10.0,0.0,0.0,0.0,349.29852941176466
-0.049019607843135304,10.0,10.0,0.0,0.0,0.0,350.8480392156863
10.0,0.0,10.0,10.0,0.0,0.0,352.0
10.0,-0.049019607843135304,10.0,10.049019607843135,0.0,0.0,350.48921568627463
10.0,0.0,10.0,10.0,0.0,0.0,351.99999999999994
10.0,0.0,10.0,10.0,0.0,0.0,352.0
-0.6372549019607838,10.0,10.0,0.0,0.0,0.0,331.6397058823529
-1.813725490196079,10.0,10.0,0.0,0.0,0.0,291.89313725490194
-3.382352941176471,10.0,10.0,0.0,0.0,0.0,239.09705882352938
10.0,-5.686274509803922,10.0,15.686274509803923,0.0,0.0,160.14509803921567
10.0,-6.225490196078432,10.0,16.225490196078432,0.0,0.0,138.27892156862742
-5.686274509803922,10.0,10.0,0.0,0.0,0.0,152.92352941176472
5.098039215686274,0.0,0.0,0.0,0.0,0.0,183.42745098039214
4.46078431372549,0.0,0.0,0.0,0.0,0.0,158.26862745098038
-6.3235294117647065,10.0,10.0,0.0,0.0,0.0,137.94852941176467
-7.15686274509804,10.0,10.0,0.0,0.0,0.0,111.95882352941172
-6.715686274509804,10.0,10.0,0.0,0.0,0.0,129.24068627450978
-7.401960784313726,10.0,10.0,0.0,0.0,0.0,107.43921568627451
-6.372549019607844,10.0,10.0,0.0,0.0,0.0,155.5343137254902
-4.411764705882353,10.0,10.0,0.0,0.0,0.0,204.55882352941174
-5.0,10.0,10.0,0.0,0.0,0.0,193.15
-5.392156862745098,10.0,10.0,0.0,0.0,0.0,181.76960784313724
-4.558823529411765,10.0,10.0,0.0,0.0,0.0,209.39999999999998
-3.480392156862745,10.0,10.0,0.0,0.0,0.0,244.6299019607843
-3.186274509803921,10.0,10.0,0.0,0.0,0.0,255.96568627450984
-2.0588235294117654,10.0,10.0,0.0,0.0,0.0,289.88529411764705
10.0,-2.1078431372549025,10.0,12.107843137254903,0.0,0.0,288.7647058823529
10.0,-2.9901960784313726,10.0,12.990196078431373,0.0,0.0,260.410294117647
10.0,-3.9215686274509807,10.0,13.92156862745098,0.0,0.0,232.03921568627447
10.0,-4.166666666666666,10.0,14.166666666666666,0.0,0.0,225.87500000000006
-2.549019607843137,10.0,10.0,0.0,0.0,0.0,274.66274509803924
-2.9411764705882346,10.0,10.0,0.0,0.0,0.0,262.0294117647059
-3.5294117647058822,10.0,10.0,0.0,0.0,0.0,245.97647058823532
10.0,-3.9215686274509807,10.0,13.92156862745098,0.0,0.0,232.0
10.0,-4.901960784313726,10.0,14.901960784313726,0.0,0.0,199.59803921568624
-3.8235294117647056,10.0,10.0,0.0,0.0,0.0,231.44411764705882
-3.431372549019608,10.0,10.0,0.0,0.0,0.0,242.95098039215685
-5.735294117647059,10.0,10.0,0.0,0.0,0.0,170.53529411764706
10.0,-7.598039215686275,10.0,17.598039215686274,0.0,0.0,113.11764705882365
-8.529411764705884,10.0,10.0,0.0,0.0,0.0,84.60294117647055
10.0,-9.362745098039216,10.0,19.362745098039216,0.0,0.0,61.09950980392159
-8.725490196078432,10.0,10.0,0.0,0.0,0.0,81.85882352941172
10.0,-7.69607843137255,10.0,17.69607843137255,0.0,0.0,116.42303921568634
10.0,-6.764705882352941,10.0,16.764705882352942,0.0,0.0,143.78235294117633
-8.088235294117649,10.0,10.0,0.0,0.0,0.0,104.17647058823525
-8.431372549019608,10.0,10.0,0.0,0.0,0.0,95.43333333333334
10.0,-7.254901960784315,10.0,17.254901960784316,0.0,0.0,143.13137254901955
-7.1078431372549025,10.0,10.0,0.0,0.0,0.0,149.99509803921566
-7.058823529411765,10.0,10.0,0.0,0.0,0.0,149.05882352941174
-7.549019607843138,10.0,10.0,0.0,0.0,0.0,94.12549019607843
10.0,-7.843137254901961,0.0,7.843137254901961,0.0,0.0,90.73921568627446
10.0,-7.5,0.0,7.5,0.0,0.0,112.22499999999997
10.0,-7.745098039215687,0.0,7.745098039215687,0.0,0.0,102.05686274509799
10.0,-7.1078431372549025,0.0,7.1078431372549025,0.0,0.0,131.79558823529408
3.774509803921568,0.0,0.0,0.0,0.0,0.0,170.19264705882352
3.5784313725490193,0.0,0.0,0.0,0.0,0.0,161.6019607843137
2.794117647058823,0.0,0.0,0.0,0.0,0.0,125.45588235294115
10.0,-6.421568627450981,0.0,6.421568627450981,0.0,0.0,157.66568627450982
10.0,-6.3235294117647065,0.0,6.3235294117647065,0.0,0.0,164.85294117647055
4.068627450980392,0.0,0.0,0.0,0.0,0.0,180.6470588235294
10.0,-5.147058823529412,0.0,5.147058823529412,0.0,0.0,223.47794117647058
6.470588235294118,0.0,0.0,0.0,0.0,0.0,302.3058823529412
10.0,-1.1764705882352935,0.0,1.1764705882352935,0.0,0.0,399.3529411764706
8.774509803921568,0.0,0.0,0.0,0.0,0.0,345.01372549019607
10.0,-2.0098039215686274,10.0,12.009803921568627,0.0,0.0,291.5049019607843
-0.29411764705882426,10.0,10.0,0.0,0.0,0.0,343.26176470588234
10.0,-0.09803921568627416,10.0,10.098039215686274,0.0,0.0,349.55
10.0,-0.24509803921568718,10.0,10.245098039215687,0.0,0.0,347.36029411764696
-0.4411764705882355,10.0,10.0,0.0,0.0,0.0,347.59705882352944
-0.6862745098039209,10.0,10.0,0.0,0.0,0.0,350.95
10.0,-0.14705882352941302,10.0,10.147058823529413,0.0,0.0,351.97941176470584
0.0,10.0,10.0,0.0,0.0,0.0,352.0
0.0,10.0,10.0,0.0,0.0,0.0,352.0
0.0,10.0,10.0,0.0,0.0,0.0,352.0
10.0,0.0,10.0,10.0,0.0,0.0,351.99999999999994
10.0,0.0,10.0,10.0,0.0,0.0,351.99999999999994
10.0,-0.09803921568627416,10.0,10.098039215686274,0.0,0.0,349.1294117647058
-0.4411764705882355,10.0,10.0,0.0,0.0,0.0,339.2720588235294
-0.882352941176471,10.0,10.0,0.0,0.0,0.0,323.94117647058823
8.823529411764707,0.0,0.0,0.0,0.0,0.0,334.7647058823529
8.627450980392158,0.0,0.0,0.0,0.0,0.0,326.98039215686276
10.0,-2.450980392156863,0.0,2.450980392156863,0.0,0.0,287.693137254902
10.0,-3.382352941176471,0.0,3.382352941176471,0.0,0.0,250.87499999999997
4.117647058823529,0.0,0.0,0.0,0.0,0.0,158.28235294117644
10.0,-8.382352941176471,0.0,8.382352941176471,0.0,0.0,65.46617647058821
1.3235294117647058,0.0,0.0,0.0,0.0,0.0,54.72794117647059
10.0,-7.450980392156863,10.0,17.450980392156865,0.0,0.0,103.3607843137255
-4.852941176470589,10.0,10.0,0.0,0.0,0.0,211.7985294117647
10.0,-1.3725490196078418,10.0,11.372549019607842,0.0,0.0,313.98039215686276
-0.9313725490196081,10.0,10.0,0.0,0.0,0.0,328.0637254901961
-0.34313725490195957,10.0,10.0,0.0,0.0,0.0,344.4372549019608
-0.14705882352941302,10.0,10.0,0.0,0.0,0.0,348.80441176470583
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,350.4362745098039
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,350.4088235294118
-0.14705882352941302,10.0,10.0,0.0,0.0,0.0,351.0514705882353
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,351.62450980392157
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,351.98823529411766
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,351.99313725490197
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,350.13039215686274
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,350.2852941176471
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,349.6490196078432
-0.3921568627450984,10.0,10.0,0.0,0.0,0.0,348.54901960784315
-0.24509803921568718,10.0,10.0,0.0,0.0,0.0,347.6004901960784
-0.14705882352941302,10.0,10.0,0.0,0.0,0.0,349.13235294117646
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,350.6529411764706
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,350.2921568627451
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,350.0019607843137
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,349.54117647058825
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,349.1686274509804
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,348.8607843137255
10.0,-0.14705882352941302,0.0,0.14705882352941302,0.0,0.0,348.30147058823525
-1.0784313725490193,10.0,10.0,0.0,0.0,0.0,319.6686274509804
10.0,-1.8627450980392162,10.0,11.862745098039216,0.0,0.0,287.80980392156863
-2.5,10.0,10.0,0.0,0.0,0.0,276.775
10.0,-5.53921568627451,0.0,5.53921568627451,0.0,0.0,169.28676470588235
-7.450980392156863,10.0,10.0,0.0,0.0,0.0,105.37254901960782
-6.519607843137255,10.0,10.0,0.0,0.0,0.0,141.5470588235294
-5.833333333333333,10.0,10.0,0.0,0.0,0.0,170.11666666666667
10.0,-7.69607843137255,10.0,17.69607843137255,0.0,0.0,120.3480392156863
-7.990196078431373,10.0,10.0,0.0,0.0,0.0,112.61372549019606
-6.764705882352941,10.0,10.0,0.0,0.0,0.0,149.87058823529412
-6.225490196078432,10.0,10.0,0.0,0.0,0.0,162.86960784313723
-7.058823529411765,10.0,10.0,0.0,0.0,0.0,132.1176470588235
-7.794117647058824,10.0,10.0,0.0,0.0,0.0,101.88676470588231
-9.313725490196079,10.0,10.0,0.0,0.0,0.0,32.81862745098033
10.0,-8.725490196078432,0.0,8.725490196078432,0.0,0.0,47.83235294117645
1.617647058823529,0.0,0.0,0.0,0.0,0.0,63.072058823529396
2.254901960784313,0.0,0.0,0.0,0.0,0.0,86.02450980392153
3.1372549019607843,0.0,0.0,0.0,0.0,0.0,110.96470588235293
10.0,-4.46078431372549,10.0,14.46078431372549,0.0,0.0,198.37058823529412
10.0,-2.5,0.0,2.5,0.0,0.0,270.75
6.127450980392157,0.0,0.0,0.0,0.0,0.0,248.71323529411768
10.0,-2.549019607843137,10.0,12.549019607843137,0.0,0.0,271.6294117647058
-1.617647058823529,10.0,10.0,0.0,0.0,0.0,301.69117647058823
10.0,-1.1764705882352935,10.0,11.176470588235293,0.0,0.0,316.2117647058824
-1.1764705882352935,10.0,10.0,0.0,0.0,0.0,316.8588235294118
10.0,-1.666666666666666,10.0,11.666666666666666,0.0,0.0,302.65000000000003
-3.382352941176471,10.0,10.0,0.0,0.0,0.0,252.35588235294117
10.0,-3.0882352941176467,10.0,13.088235294117647,0.0,0.0,269.60588235294114
10.0,-4.166666666666666,10.0,14.166666666666666,0.0,0.0,241.91666666666669
-3.3333333333333335,10.0,10.0,0.0,0.0,0.0,263.66666666666663
-2.696078431372549,10.0,10.0,0.0,0.0,0.0,273.5980392156863
10.0,-2.5,10.0,12.5,0.0,0.0,282.70000000000005
-2.303921568627451,10.0,10.0,0.0,0.0,0.0,289.725
-3.431372549019608,10.0,10.0,0.0,0.0,0.0,257.22549019607845
-2.8431372549019605,10.0,10.0,0.0,0.0,0.0,257.66470588235296
10.0,-2.2058823529411766,10.0,12.205882352941178,0.0,0.0,276.5367647058823
10.0,-3.7745098039215685,0.0,3.7745098039215685,0.0,0.0,222.56127450980392
10.0,-4.215686274509803,10.0,14.215686274509803,0.0,0.0,214.9058823529412
10.0,-3.7254901960784315,10.0,13.725490196078432,0.0,0.0,232.7470588235293
-3.5294117647058822,10.0,10.0,0.0,0.0,0.0,241.7764705882353
-3.9215686274509807,10.0,10.0,0.0,0.0,0.0,229.68627450980392
-6.07843137254902,10.0,10.0,0.0,0.0,0.0,163.08235294117645
10.0,-6.3235294117647065,10.0,16.323529411764707,0.0,0.0,154.6426470588235
10.0,-6.960784313725491,10.0,16.96078431372549,0.0,0.0,134.12745098039215
-7.2058823529411775,10.0,10.0,0.0,0.0,0.0,110.02647058823527
10.0,-6.813725490196079,10.0,16.813725490196077,0.0,0.0,119.99264705882365
-5.245098039215687,10.0,10.0,0.0,0.0,0.0,187.77598039215684
10.0,-5.588235294117647,10.0,15.588235294117647,0.0,0.0,179.04411764705884
-5.294117647058824,10.0,10.0,0.0,0.0,0.0,190.10588235294117
10.0,-5.4411764705882355,10.0,15.441176470588236,0.0,0.0,187.2411764705882
-5.147058823529412,10.0,10.0,0.0,0.0,0.0,200.3676470588235
10.0,-4.411764705882353,10.0,14.411764705882353,0.0,0.0,223.75000000000006
10.0,-5.245098039215687,10.0,15.245098039215687,0.0,0.0,203.6686274509803
-4.117647058823529,10.0,10.0,0.0,0.0,0.0,235.30588235294118
-4.313725490196079,10.0,10.0,0.0,0.0,0.0,229.18823529411765
10.0,-6.421568627450981,10.0,16.42156862745098,0.0,0.0,171.48970588235295
-7.892156862745098,10.0,10.0,0.0,0.0,0.0,125.49509803921569
-8.186274509803923,10.0,10.0,0.0,0.0,0.0,116.23529411764702
-8.137254901960786,10.0,10.0,0.0,0.0,0.0,102.83725490196073
10.0,-7.69607843137255,0.0,7.69607843137255,0.0,0.0,86.6274509803921
10.0,-6.127450980392156,0.0,6.127450980392156,0.0,0.0,181.97107843137258
10.0,-2.0098039215686274,0.0,2.0098039215686274,0.0,0.0,376.09852941176473
10.0,-1.9607843137254903,0.0,1.9607843137254903,0.0,0.0,378.3254901960785
8.235294117647058,0.0,0.0,0.0,0.0,0.0,386.89411764705875
7.8431372549019605,0.0,0.0,0.0,0.0,0.0,329.6470588235294
4.509803921568627,0.0,0.0,0.0,0.0,0.0,191.08039215686273
10.0,-6.07843137254902,10.0,16.07843137254902,0.0,0.0,151.10784313725492
10.0,-5.833333333333333,10.0,15.833333333333332,0.0,0.0,159.20833333333337
5.294117647058823,0.0,0.0,0.0,0.0,0.0,195.88235294117646
10.0,-3.5784313725490193,10.0,13.57843137254902,0.0,0.0,233.76862745098038
-3.9215686274509807,10.0,10.0,0.0,0.0,0.0,233.6470588235294
10.0,-1.1274509803921582,10.0,11.127450980392158,0.0,0.0,318.785294117647
-0.14705882352941302,10.0,10.0,0.0,0.0,0.0,347.7897058823529
10.0,-0.14705882352941302,10.0,10.147058823529413,0.0,0.0,347.885294117647
-0.14705882352941302,10.0,10.0,0.0,0.0,0.0,348.0397058823529
10.0,-0.09803921568627416,10.0,10.098039215686274,0.0,0.0,349.6264705882353
10.0,-0.09803921568627416,10.0,10.098039215686274,0.0,0.0,350.1421568627451
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,351.51372549019607
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,351.9901960784314
-0.09803921568627416,10.0,10.0,0.0,0.0,0.0,351.9892156862745
-0.14705882352941302,10.0,10.0,0.0,0.0,0.0,351.74264705882354
-0.34313725490195957,10.0,10.0,0.0,0.0,0.0,344.8833333333334
10.0,-0.29411764705882426,10.0,10.294117647058824,0.0,0.0,344.4794117647059
-0.34313725490195957,10.0,10.0,0.0,0.0,0.0,342.7387254901961
-0.4901960784313726,10.0,10.0,0.0,0.0,0.0,338.5980392156863
-0.735294117647058,10.0,10.0,0.0,0.0,0.0,331.47058823529414
10.0,-0.3921568627450984,10.0,10.392156862745098,0.0,0.0,341.00784313725484
10.0,-0.3921568627450984,10.0,10.392156862745098,0.0,0.0,341.0117647058824
10.0,-1.0784313725490193,10.0,11.07843137254902,0.0,0.0,321.80392156862746
10.0,-1.9607843137254903,10.0,11.96078431372549,0.0,0.0,297.1372549019607
-2.9411764705882346,10.0,10.0,0.0,0.0,0.0,269.47058823529414
-2.8921568627450975,10.0,10.0,0.0,0.0,0.0,269.7470588235294
-0.7843137254901951,10.0,10.0,0.0,0.0,0.0,329.34901960784316
10.0,-1.4215686274509807,0.0,1.4215686274509807,0.0,0.0,335.15931372549016
10.0,-2.1078431372549025,0.0,2.1078431372549025,0.0,0.0,368.6426470588235
6.2254901960784315,0.0,0.0,0.0,0.0,0.0,224.86470588235292
10.0,-3.9215686274509807,10.0,13.92156862745098,0.0,0.0,238.15686274509795
-5.637254901960784,10.0,10.0,0.0,0.0,0.0,184.29166666666669
10.0,-6.617647058823529,10.0,16.61764705882353,0.0,0.0,154.26470588235293
-7.303921568627452,10.0,10.0,0.0,0.0,0.0,148.00147058823526
-7.892156862745098,10.0,10.0,0.0,0.0,0.0,153.03872549019607
-8.431372549019608,10.0,10.0,0.0,0.0,0.0,138.34901960784313
-8.725490196078432,10.0,10.0,0.0,0.0,0.0,109.9549019607843
10.0,-9.411764705882353,10.0,19.411764705882355,0.0,0.0,49.78823529411761
-9.852941176470589,10.0,10.0,0.0,0.0,0.0,66.26470588235293
-9.705882352941178,10.0,10.0,0.0,0.0,0.0,79.26470588235287
0.294117647058823,0.0,0.0,0.0,0.0,0.0,10.638235294117628
10.0,-9.11764705882353,0.0,9.11764705882353,0.0,0.0,41.0294117647058
1.42156862745098,0.0,0.0,0.0,0.0,0.0,68.02205882352939
10.0,-6.911764705882353,0.0,6.911764705882353,0.0,0.0,141.0705882352941
10.0,-5.490196078431373,0.0,5.490196078431373,0.0,0.0,196.67254901960786
5.049019607843137,0.0,0.0,0.0,0.0,0.0,201.96078431372547
8.431372549019608,0.0,0.0,0.0,0.0,0.0,304.96274509803925
-0.3921568627450984,10.0,10.0,0.0,0.0,0.0,339.2
10.0,-0.4411764705882355,10.0,10.441176470588236,0.0,0.0,338.1338235294117
10.0,-0.4411764705882355,10.0,10.441176470588236,0.0,0.0,338.27941176470586
-0.4411764705882355,10.0,10.0,0.0,0.0,0.0,337.6220588235294
10.0,-0.29411764705882426,0.0,0.29411764705882426,0.0,0.0,415.8970588235294
9.852941176470587,0.0,0.0,0.0,0.0,0.0,401.2117647058823
10.0,-0.19607843137254832,10.0,10.196078431372548,0.0,0.0,346.4450980392157
-0.4901960784313726,10.0,10.0,0.0,0.0,0.0,338.45098039215685
10.0,-0.24509803921568718,10.0,10.245098039215687,0.0,0.0,345.2475490196078
-0.29411764705882426,10.0,10.0,0.0,0.0,0.0,344.0882352941176
10.0,-1.4215686274509807,10.0,11.42156862745098,0.0,0.0,314.45637254901965
10.0,-5.392156862745098,10.0,15.392156862745098,0.0,0.0,211.4264705882353
-7.794117647058824,10.0,10.0,0.0,0.0,0.0,149.27499999999998
-5.53921568627451,10.0,10.0,0.0,0.0,0.0,209.0328431372549
10.0,-5.294117647058824,10.0,15.294117647058824,0.0,0.0,214.935294117647
-4.558823529411765,10.0,10.0,0.0,0.0,0.0,232.55882352941177
-5.833333333333333,10.0,10.0,0.0,0.0,0.0,194.79166666666669
-1.5196078431372548,10.0,10.0,0.0,0.0,0.0,308.00735294117646
10.0,-8.03921568627451,0.0,8.03921568627451,0.0,0.0,84.88235294117646
10.0,-10.0,0.0,10.0,0.0,0.0,0.0
0.7843137254901961,0.0,0.0,0.0,0.0,0.0,31.866666666666667
1.8137254901960782,0.0,0.0,0.0,0.0,0.0,65.76568627450979
-3.8235294117647056,10.0,10.0,0.0,0.0,0.0,229.45588235294122
-1.2254901960784323,10.0,10.0,0.0,0.0,0.0,316.9019607843137
-0.7843137254901951,10.0,10.0,0.0,0.0,0.0,329.686274509804
10.0,-3.6764705882352944,10.0,13.676470588235293,0.0,0.0,248.21323529411762
10.0,-5.343137254901961,10.0,15.343137254901961,0.0,0.0,197.8504901960784
4.607843137254902,0.0,0.0,0.0,0.0,0.0,163.80882352941174
10.0,-1.8627450980392162,0.0,1.8627450980392162,0.0,0.0,357.38823529411764
9.068627450980392,0.0,0.0,0.0,0.0,0.0,413.6200980392157
-2.7941176470588234,10.0,10.0,0.0,0.0,0.0,268.1485294117647
-3.9215686274509807,10.0,10.0,0.0,0.0,0.0,243.76470588235293
10.0,-3.7745098039215685,0.0,3.7745098039215685,0.0,0.0,221.50294117647056
8.03921568627451,0.0,0.0,0.0,0.0,0.0,292.1450980392157
-2.6470588235294112,10.0,10.0,0.0,0.0,0.0,282.99117647058824
10.0,-4.019607843137255,10.0,14.019607843137255,0.0,0.0,211.27352941176463
-4.558823529411765,10.0,10.0,0.0,0.0,0.0,196.99999999999997
-4.46078431372549,10.0,10.0,0.0,0.0,0.0,235.35049019607845
-4.901960784313726,10.0,10.0,0.0,0.0,0.0,225.77450980392155
-6.666666666666667,10.0,10.0,0.0,0.0,0.0,182.6
